account_id,signal_ref,signal_date,signal_type,content,sentiment,sentiment_score,stakeholder_name,stakeholder_title,causal_chain_ref,revenue_impact,confidence,source_platform
292001,phase1:w1,2025-06-26,milestone,"Post-holiday QBR with VP Data Science and Infrastructure Director. Review of Q4 surge performance: capacity hit 94% utilization, 3 training jobs failed during peak, inference latency spiked 40%. Agreement that Q4 was barely manageable.",neutral,0.05,VP Data Science,champion,,0.0,0.78,csv_import
292001,phase1:w4,2025-07-13,signal,Capacity utilization normalizes to 62% as holiday traffic subsides. Compute Hour Consumption Trend drops 25% MoM. GPU utilization settles at 58%. Baseline workloads are recommendation model retraining (weekly) and demand forecasting inference (continuous).,neutral,0,VP Data Science,champion,,0.0,0.72,csv_import
292001,phase1:w7,2025-08-06,signal,"CSM runs historical pattern analysis across 3 years of utilization data. Clear seasonal pattern emerges: capacity ramps 35-40% every Q4, with peak sustained for 10 weeks. Current infrastructure cannot support another year of growth on top of the seasonal spike.",neutral,0.1,VP Data Science,champion,cc_seasonal_pattern_detection,0.0,0.91,csv_import
292001,phase2:w2,2025-08-27,signal,"Platform signal analyst flags seasonal capacity risk: 3-year trend shows 38% average Q4 compute surge with 6% YoY growth. At current trajectory, Q4 will require 130% of installed capacity. Expansion Probability jumps from 35% to 52%.",neutral,0.1,VP Data Science,champion,cc_seasonal_pattern_detection,0.0,0.87,csv_import
292001,phase2:w4,2025-09-10,meeting,CSM presents seasonal capacity forecast to VP Data Science and Infrastructure Director. VP Data Science confirms: their internal demand model for new recommendation engine v3 and real-time personalization will add 15% on top of the seasonal spike. Combined demand: 145% of current capacity.,neutral,0.15,VP Data Science,champion,cc_seasonal_pattern_detection,0.0,0.88,csv_import
292001,phase2:w7,2025-10-01,milestone,"Joint capacity planning workshop completed. Infrastructure Director validates hardware requirements: 2 additional GPU racks (64 GPUs), upgraded cooling for sustained load, and network fabric expansion. Total expansion cost estimated at $1.6M. VP Data Science agrees to champion the budget request.",neutral,0.1,VP Data Science,champion,,0.0,0.72,csv_import
292001,phase3:w2,2025-10-19,meeting,VP Data Science presents expansion proposal to CFO. CFO pushback: wants to see ROI analysis comparing proactive expansion vs. on-demand spot capacity. Requests cost-of-inaction analysis. Budget Availability Signals drop to 45 as CFO signals caution.,neutral,-0.15,VP Data Science,champion,cc_budget_approval_path,-800000.0,0.78,csv_import
292001,phase3:w4,2025-11-03,signal,CSM produces comprehensive ROI deck: proactive expansion at $1.6M vs. emergency spot capacity at $2.4M (50% premium) plus $800K SLA penalty risk from degraded performance during surge. Net savings of proactive approach: $1.6M over 2 years. Infrastructure Director flags 12-week procurement lead time -- decision needed by week 22.,neutral,0.1,VP Data Science,champion,cc_budget_approval_path,0.0,0.72,csv_import
292001,phase3:w6,2025-11-18,signal,Early seasonal signals appear: Compute Hour Consumption begins trending upward 8% MoM as pre-holiday product development ramps. GPU utilization creeps from 58% to 63%. Training job queue times increasing. The surge is starting earlier than last year.,neutral,-0.1,VP Data Science,champion,cc_budget_approval_path,0.0,0.86,csv_import
292001,phase3:w8,2025-12-04,escalation,CSM escalates procurement timeline risk to VP Data Science: 4 weeks remain before the decision window closes. Health score dips to 65 as capacity planning uncertainty weighs on the account. VP Data Science arranges urgent CFO follow-up.,neutral,-0.05,VP Data Science,champion,cc_budget_approval_path,0.0,0.84,csv_import
292001,phase4:w1,2025-12-23,decision,"CFO approves $1.6M expansion budget. Key factors: CSM's ROI analysis showing $800K in avoided emergency costs, VP Data Science championing the investment, and early seasonal demand signals confirming the forecast. Purchase orders issued for 2 GPU racks, cooling upgrades, and network fabric expansion.",positive,0.25,VP Data Science,champion,cc_expansion_to_surge,1600000.0,0.8,csv_import
292001,phase4:w4,2026-01-15,milestone,First GPU rack (32 GPUs) delivered and installation begins. Infrastructure Director oversees deployment with minimal disruption to production workloads. Cooling system upgrades completed in parallel. Capacity utilization drops to 52% as new capacity comes online before demand ramps.,neutral,0.15,VP Data Science,champion,,0.0,0.83,csv_import
292001,phase4:w7,2026-02-04,milestone,First rack fully operational and validated. VP Data Science migrates recommendation engine v3 training to new GPUs. GPU utilization on new rack reaches 45% within first week. Training Job Completion Rate holds strong at 94%. Health score recovers to 75.,neutral,0.1,VP Data Science,champion,cc_expansion_to_surge,0.0,0.83,csv_import
292001,phase4:w10,2026-02-25,milestone,Second GPU rack (32 GPUs) installed and operational. Full expansion capacity online with 2 weeks to spare before surge period. Combined fleet: 192 GPUs with N+1 cooling. Load testing confirms system can sustain 95% utilization without thermal or performance degradation. Health score reaches 78.,neutral,0.15,VP Data Science,champion,,0.0,0.72,csv_import
292001,phase5:w2,2025-05-04,signal,Q4 surge begins. Compute Hour Consumption jumps 18% in first 2 weeks. Real-time personalization workloads for Black Friday preparation drive GPU utilization to 72% across expanded fleet. On old infrastructure this would have been 108% -- impossible without failures. System Uptime holds at 99.95%.,neutral,0.1,VP Data Science,champion,,0.0,0.91,csv_import
292001,phase5:w4,2025-05-22,milestone,Black Friday / Cyber Monday peak. GPU utilization hits 88% on expanded fleet -- the highest sustained load in account history. All 47 concurrent training jobs complete successfully. Inference latency P95 holds at 38ms despite 3x normal traffic. Zero SLA breaches. VP Data Science calls it the smoothest holiday season in 4 years.,neutral,0.2,VP Data Science,champion,,0.0,0.88,csv_import
292001,phase5:w7,2025-06-09,meeting,"Mid-surge executive review with CFO. CSM presents real-time ROI dashboard: $800K in emergency spot capacity costs avoided, zero SLA penalties (vs. $200K estimated penalty exposure), and 100% training job completion during peak. CFO acknowledges the proactive investment thesis is validated.",neutral,0.15,VP Data Science,champion,cc_surge_to_roi,800000.0,0.81,csv_import
292001,phase5:w10,2025-06-30,milestone,"Surge period concludes. Final scorecard: 10 weeks of sustained high demand, zero downtime, zero SLA breaches, 100% training job completion, $800K emergency costs avoided. Health score at 82, highest in account history. CFO initiates conversation about extending the predictive capacity planning model to other seasonal patterns. Expansion Probability for next cycle at 68%.",neutral,0.15,VP Data Science,champion,,0.0,0.8,csv_import
292002,phase0:w1,2025-06-25,meeting,QBR with CTO and VP Engineering reviews current infrastructure health and AI roadmap. VP Engineering shares plans to onboard 3 new ML teams.,neutral,0.1,VP Engineering,champion,,0.0,0.8,csv_import
292002,phase0:w3,2025-07-06,decision,VP Engineering proposes POC for new large-language-model fine-tuning workloads on existing GPU cluster. CSM facilitates architecture review to ensure success.,neutral,0.15,VP Engineering,champion,,0.0,0.78,csv_import
292002,phase0:w6,2025-07-29,milestone,POC workloads deployed successfully. GPU utilization climbs from 55% to 62%. VP Engineering reports positive results to CTO.,neutral,0.1,VP Engineering,champion,,0.0,0.87,csv_import
292002,phase1:w2,2025-08-26,signal,GPU utilization crosses 70% for the first time. Workload Diversity Score increases to 4 distinct workload types. AI platform showing strong adoption.,neutral,0.1,VP Engineering,champion,cc_gpu_to_expansion,0.0,0.94,csv_import
292002,phase1:w4,2025-09-10,milestone,GPU utilization hits 75% -- the key expansion threshold. Capacity utilization at 78%. Training job completion rate holds strong at 93%. Champion's teams are scaling rapidly.,neutral,0.15,VP Engineering,champion,cc_gpu_to_expansion,0.0,0.72,csv_import
292002,phase1:w7,2025-09-28,meeting,CSM-led capacity planning session with VP Engineering and Infrastructure Director. Show capacity runway depletes in 10 weeks at current growth rate. Champion agrees to raise expansion budget request.,neutral,0.1,VP Engineering,champion,,0.0,0.72,csv_import
292002,phase2:w2,2025-10-19,signal,GPU utilization hits 85%. Training job completion rate drops to 82% as jobs queue for resources. Inference latency (P95) climbs from 40ms to 65ms. First complaints from ML teams.,neutral,-0.15,VP Engineering,champion,cc_gpu_to_expansion,-400000.0,0.89,csv_import
292002,phase2:w4,2025-11-04,incident,Critical GPU memory exhaustion incident. Two production inference endpoints go down for 3 hours. Thermal management score degrades as GPUs run at sustained high load. Infrastructure Director raises concerns about reliability.,negative,-0.25,VP Engineering,champion,cc_capacity_crunch,-800000.0,0.9,csv_import
292002,phase2:w6,2025-11-20,escalation,"VP Engineering escalates to CTO: current infrastructure cannot support AI roadmap. Without expansion, 2 planned ML projects will be delayed 6 months. CTO requests expansion proposal within 2 weeks.",neutral,-0.1,VP Engineering,champion,cc_champion_influence,-1200000.0,0.71,csv_import
292002,phase3:w2,2025-12-18,decision,CTO approves $5.2M expansion budget. Infrastructure Director begins procurement process. CSM provides detailed sizing recommendation based on workload growth projections.,neutral,0.2,VP Engineering,champion,cc_gpu_to_expansion,2600000.0,0.84,csv_import
292002,phase3:w4,2025-12-28,meeting,Technical deep-dive with Infrastructure Director on expansion architecture. CSM arranges reference call with similar customer who expanded successfully. Pricing negotiation begins.,neutral,0.15,VP Engineering,champion,,0.0,0.8,csv_import
292002,phase3:w5,2026-01-07,milestone,Interim GPU scheduling optimization deployed. Training job completion rate recovers to 88%. Inference latency improves to 52ms. Demonstrates CS team's ability to deliver value under pressure.,neutral,0.1,VP Engineering,champion,,0.0,0.92,csv_import
292002,phase4:w2,2026-01-25,decision,Infrastructure Director signs $5.2M expansion purchase order. 128 additional GPUs across 4 new racks. Deployment timeline: 8 weeks to full production.,positive,0.3,VP Engineering,champion,,5200000.0,0.94,csv_import
292002,phase4:w4,2026-02-12,milestone,First 2 expansion racks commissioned and online. GPU utilization drops from 88% to 68% as capacity doubles. Training job queues clear immediately. Performance metrics normalize across the board.,neutral,0.2,VP Engineering,champion,,0.0,0.78,csv_import
292002,phase4:w6,2026-02-22,milestone,"All 4 expansion racks commissioned. Full deployment complete. VP Engineering presents expansion success to board, crediting CS partnership. Account health at 88, expansion probability resets for next cycle.",neutral,0.15,VP Engineering,champion,,0.0,0.84,csv_import
292003,phase0:w1,2025-06-23,meeting,QBR with CTO and VP Engineering reviews current infrastructure health and AI roadmap. VP Engineering shares plans to onboard 3 new ML teams.,neutral,0.1,VP Engineering,champion,,0.0,0.74,csv_import
292003,phase0:w3,2025-07-09,decision,VP Engineering proposes POC for new large-language-model fine-tuning workloads on existing GPU cluster. CSM facilitates architecture review to ensure success.,neutral,0.15,VP Engineering,champion,,0.0,0.76,csv_import
292003,phase0:w6,2025-07-27,milestone,POC workloads deployed successfully. GPU utilization climbs from 55% to 62%. VP Engineering reports positive results to CTO.,neutral,0.1,VP Engineering,champion,,0.0,0.79,csv_import
292003,phase1:w2,2025-08-28,signal,GPU utilization crosses 70% for the first time. Workload Diversity Score increases to 4 distinct workload types. AI platform showing strong adoption.,neutral,0.1,VP Engineering,champion,cc_gpu_to_expansion,0.0,0.79,csv_import
292003,phase1:w4,2025-09-09,milestone,GPU utilization hits 75% -- the key expansion threshold. Capacity utilization at 78%. Training job completion rate holds strong at 93%. Champion's teams are scaling rapidly.,neutral,0.15,VP Engineering,champion,cc_gpu_to_expansion,0.0,0.84,csv_import
292003,phase1:w7,2025-10-01,meeting,CSM-led capacity planning session with VP Engineering and Infrastructure Director. Show capacity runway depletes in 10 weeks at current growth rate. Champion agrees to raise expansion budget request.,neutral,0.1,VP Engineering,champion,,0.0,0.91,csv_import
292003,phase2:w2,2025-10-23,signal,GPU utilization hits 85%. Training job completion rate drops to 82% as jobs queue for resources. Inference latency (P95) climbs from 40ms to 65ms. First complaints from ML teams.,neutral,-0.15,VP Engineering,champion,cc_gpu_to_expansion,-400000.0,0.85,csv_import
292003,phase2:w4,2025-11-06,incident,Critical GPU memory exhaustion incident. Two production inference endpoints go down for 3 hours. Thermal management score degrades as GPUs run at sustained high load. Infrastructure Director raises concerns about reliability.,negative,-0.25,VP Engineering,champion,cc_capacity_crunch,-800000.0,0.71,csv_import
292003,phase2:w6,2025-11-18,escalation,"VP Engineering escalates to CTO: current infrastructure cannot support AI roadmap. Without expansion, 2 planned ML projects will be delayed 6 months. CTO requests expansion proposal within 2 weeks.",neutral,-0.1,VP Engineering,champion,cc_champion_influence,-1200000.0,0.71,csv_import
292003,phase3:w2,2025-12-16,decision,CTO approves $5.2M expansion budget. Infrastructure Director begins procurement process. CSM provides detailed sizing recommendation based on workload growth projections.,neutral,0.2,VP Engineering,champion,cc_gpu_to_expansion,2600000.0,0.88,csv_import
292003,phase3:w4,2025-12-30,meeting,Technical deep-dive with Infrastructure Director on expansion architecture. CSM arranges reference call with similar customer who expanded successfully. Pricing negotiation begins.,neutral,0.15,VP Engineering,champion,,0.0,0.93,csv_import
292003,phase3:w5,2026-01-06,milestone,Interim GPU scheduling optimization deployed. Training job completion rate recovers to 88%. Inference latency improves to 52ms. Demonstrates CS team's ability to deliver value under pressure.,neutral,0.1,VP Engineering,champion,,0.0,0.7,csv_import
292003,phase4:w2,2026-01-26,decision,Infrastructure Director signs $5.2M expansion purchase order. 128 additional GPUs across 4 new racks. Deployment timeline: 8 weeks to full production.,positive,0.3,VP Engineering,champion,,5200000.0,0.84,csv_import
292003,phase4:w4,2026-02-11,milestone,First 2 expansion racks commissioned and online. GPU utilization drops from 88% to 68% as capacity doubles. Training job queues clear immediately. Performance metrics normalize across the board.,neutral,0.2,VP Engineering,champion,,0.0,0.72,csv_import
292003,phase4:w6,2026-02-22,milestone,"All 4 expansion racks commissioned. Full deployment complete. VP Engineering presents expansion success to board, crediting CS partnership. Account health at 88, expansion probability resets for next cycle.",neutral,0.15,VP Engineering,champion,,0.0,0.72,csv_import
292004,phase1:w1,2025-06-26,milestone,"Post-holiday QBR with VP Data Science and Infrastructure Director. Review of Q4 surge performance: capacity hit 94% utilization, 3 training jobs failed during peak, inference latency spiked 40%. Agreement that Q4 was barely manageable.",neutral,0.05,VP Data Science,champion,,0.0,0.75,csv_import
292004,phase1:w4,2025-07-16,signal,Capacity utilization normalizes to 62% as holiday traffic subsides. Compute Hour Consumption Trend drops 25% MoM. GPU utilization settles at 58%. Baseline workloads are recommendation model retraining (weekly) and demand forecasting inference (continuous).,neutral,0,VP Data Science,champion,,0.0,0.81,csv_import
292004,phase1:w7,2025-08-04,signal,"CSM runs historical pattern analysis across 3 years of utilization data. Clear seasonal pattern emerges: capacity ramps 35-40% every Q4, with peak sustained for 10 weeks. Current infrastructure cannot support another year of growth on top of the seasonal spike.",neutral,0.1,VP Data Science,champion,cc_seasonal_pattern_detection,0.0,0.79,csv_import
292004,phase2:w2,2025-08-26,signal,"Platform signal analyst flags seasonal capacity risk: 3-year trend shows 38% average Q4 compute surge with 6% YoY growth. At current trajectory, Q4 will require 130% of installed capacity. Expansion Probability jumps from 35% to 52%.",neutral,0.1,VP Data Science,champion,cc_seasonal_pattern_detection,0.0,0.89,csv_import
292004,phase2:w4,2025-09-11,meeting,CSM presents seasonal capacity forecast to VP Data Science and Infrastructure Director. VP Data Science confirms: their internal demand model for new recommendation engine v3 and real-time personalization will add 15% on top of the seasonal spike. Combined demand: 145% of current capacity.,neutral,0.15,VP Data Science,champion,cc_seasonal_pattern_detection,0.0,0.85,csv_import
292004,phase2:w7,2025-09-28,milestone,"Joint capacity planning workshop completed. Infrastructure Director validates hardware requirements: 2 additional GPU racks (64 GPUs), upgraded cooling for sustained load, and network fabric expansion. Total expansion cost estimated at $1.6M. VP Data Science agrees to champion the budget request.",neutral,0.1,VP Data Science,champion,,0.0,0.74,csv_import
292004,phase3:w2,2025-10-23,meeting,VP Data Science presents expansion proposal to CFO. CFO pushback: wants to see ROI analysis comparing proactive expansion vs. on-demand spot capacity. Requests cost-of-inaction analysis. Budget Availability Signals drop to 45 as CFO signals caution.,neutral,-0.15,VP Data Science,champion,cc_budget_approval_path,-800000.0,0.71,csv_import
292004,phase3:w4,2025-11-02,signal,CSM produces comprehensive ROI deck: proactive expansion at $1.6M vs. emergency spot capacity at $2.4M (50% premium) plus $800K SLA penalty risk from degraded performance during surge. Net savings of proactive approach: $1.6M over 2 years. Infrastructure Director flags 12-week procurement lead time -- decision needed by week 22.,neutral,0.1,VP Data Science,champion,cc_budget_approval_path,0.0,0.77,csv_import
292004,phase3:w6,2025-11-19,signal,Early seasonal signals appear: Compute Hour Consumption begins trending upward 8% MoM as pre-holiday product development ramps. GPU utilization creeps from 58% to 63%. Training job queue times increasing. The surge is starting earlier than last year.,neutral,-0.1,VP Data Science,champion,cc_budget_approval_path,0.0,0.82,csv_import
292004,phase3:w8,2025-12-03,escalation,CSM escalates procurement timeline risk to VP Data Science: 4 weeks remain before the decision window closes. Health score dips to 65 as capacity planning uncertainty weighs on the account. VP Data Science arranges urgent CFO follow-up.,neutral,-0.05,VP Data Science,champion,cc_budget_approval_path,0.0,0.8,csv_import
292004,phase4:w1,2025-12-22,decision,"CFO approves $1.6M expansion budget. Key factors: CSM's ROI analysis showing $800K in avoided emergency costs, VP Data Science championing the investment, and early seasonal demand signals confirming the forecast. Purchase orders issued for 2 GPU racks, cooling upgrades, and network fabric expansion.",positive,0.25,VP Data Science,champion,cc_expansion_to_surge,1600000.0,0.89,csv_import
292004,phase4:w4,2026-01-11,milestone,First GPU rack (32 GPUs) delivered and installation begins. Infrastructure Director oversees deployment with minimal disruption to production workloads. Cooling system upgrades completed in parallel. Capacity utilization drops to 52% as new capacity comes online before demand ramps.,neutral,0.15,VP Data Science,champion,,0.0,0.79,csv_import
292004,phase4:w7,2026-02-01,milestone,First rack fully operational and validated. VP Data Science migrates recommendation engine v3 training to new GPUs. GPU utilization on new rack reaches 45% within first week. Training Job Completion Rate holds strong at 94%. Health score recovers to 75.,neutral,0.1,VP Data Science,champion,cc_expansion_to_surge,0.0,0.77,csv_import
292004,phase4:w10,2026-02-26,milestone,Second GPU rack (32 GPUs) installed and operational. Full expansion capacity online with 2 weeks to spare before surge period. Combined fleet: 192 GPUs with N+1 cooling. Load testing confirms system can sustain 95% utilization without thermal or performance degradation. Health score reaches 78.,neutral,0.15,VP Data Science,champion,,0.0,0.82,csv_import
292004,phase5:w2,2025-05-06,signal,Q4 surge begins. Compute Hour Consumption jumps 18% in first 2 weeks. Real-time personalization workloads for Black Friday preparation drive GPU utilization to 72% across expanded fleet. On old infrastructure this would have been 108% -- impossible without failures. System Uptime holds at 99.95%.,neutral,0.1,VP Data Science,champion,,0.0,0.71,csv_import
292004,phase5:w4,2025-05-21,milestone,Black Friday / Cyber Monday peak. GPU utilization hits 88% on expanded fleet -- the highest sustained load in account history. All 47 concurrent training jobs complete successfully. Inference latency P95 holds at 38ms despite 3x normal traffic. Zero SLA breaches. VP Data Science calls it the smoothest holiday season in 4 years.,neutral,0.2,VP Data Science,champion,,0.0,0.95,csv_import
292004,phase5:w7,2025-06-08,meeting,"Mid-surge executive review with CFO. CSM presents real-time ROI dashboard: $800K in emergency spot capacity costs avoided, zero SLA penalties (vs. $200K estimated penalty exposure), and 100% training job completion during peak. CFO acknowledges the proactive investment thesis is validated.",neutral,0.15,VP Data Science,champion,cc_surge_to_roi,800000.0,0.7,csv_import
292004,phase5:w10,2025-07-01,milestone,"Surge period concludes. Final scorecard: 10 weeks of sustained high demand, zero downtime, zero SLA breaches, 100% training job completion, $800K emergency costs avoided. Health score at 82, highest in account history. CFO initiates conversation about extending the predictive capacity planning model to other seasonal patterns. Expansion Probability for next cycle at 68%.",neutral,0.15,VP Data Science,champion,,0.0,0.94,csv_import
292005,phase0:w1,2025-03-31,milestone,"Hardware delivery and rack installation begins. Single rack with 32 GPUs, networking gear, and cooling infrastructure arrives at customer data center. Field engineer on-site for commissioning.",neutral,0.1,VP AI/ML,champion,cc_fast_deployment_to_adoption,0.0,0.89,csv_import
292005,phase0:w3,2025-04-15,milestone,Rack commissioned and network configured. Configuration accuracy at 96%. Solutions Architect begins workload onboarding with VP AI/ML's team -- first training job submitted.,neutral,0.15,VP AI/ML,champion,,0.0,0.78,csv_import
292005,phase0:w5,2025-04-27,milestone,First AI training workload completes successfully in 18 hours (benchmark target: 24h). Time-to-First-Workload achieved in 12 days (target: 14). VP AI/ML impressed -- shares results with Infrastructure Director.,neutral,0.2,VP AI/ML,champion,,0.0,0.82,csv_import
292005,phase0:w7,2025-05-14,meeting,30-day success review with VP AI/ML and Infrastructure Director. GPU utilization at 35% with 1 workload type. CSM presents adoption roadmap showing path to full utilization. VP AI/ML agrees to onboard second ML team.,neutral,0.1,VP AI/ML,champion,,0.0,0.74,csv_import
292005,phase1:w2,2025-06-04,milestone,Second ML team onboarded. GPU utilization jumps to 48%. Workload Diversity Score increases to 2 (training + fine-tuning). Training job completion rate holds at 92%.,neutral,0.1,VP AI/ML,champion,cc_fast_deployment_to_adoption,0.0,0.83,csv_import
292005,phase1:w5,2025-06-23,signal,GPU utilization crosses 60%. Third ML team begins batch inference workloads. Workload Diversity Score hits 3. Compute hour consumption trending +18% MoM. CSM flags early expansion signal in CRM.,neutral,0.1,VP AI/ML,champion,,0.0,0.83,csv_import
